"","account_num","address","bank_name","id","industry","legal_form","location","name","phone","tax_num"
"2016","000530050100358847","ПАНчЕ КАРАГОЗОВ ББ/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","5496870","Трговија на мало во неспецијализирани продавници  претежно со храна  пијалаци и тутун","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за трговија,производство и услуги БОЛИТА ДООЕЛ штип","092/385-532","MK4029001120177"
"2017","000530050100191813","ЖЕЛЕЗНИЧКА ББ/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","4180704","Товарен патен транспорт","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за производство,трговија,превоз и услуги МЕТРО ДОО увоз-извоз штип","394-460","MK4029990103049"
"2018","000530050100265048","КИРО ХАЏИАРСОВ 7","ОХРИДСКА БАНКА А.Д. - ОХРИД","4636287","Товарен патен транспорт","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за мегународен транспорт и шпедиција ЗМАЈ-ПРОМЕТ ДОО штип","032/223-624","MK4029993107096"
"2019","000530050100320241","ВИНИЧКА 11","ОХРИДСКА БАНКА А.Д. - ОХРИД","4709705","Товарен патен транспорт","ЦЕЛОСНА ОДГОВОРНОСТ","ШТИП","Друштво за производство,услуги и трговија БОРИС КОМЕРЦ увоз-извоз ДООЕЛ штип","032/395-848","MK4029993101250"
"2020","000210067889980168","ТОШО АРСОВ 32","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6788998","Изградба на станбени и нестанбени згради","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за производство,градеЖништво,трговија и услуги ОАЗА ДВД ДОО штип","071/309-415","MK4029012511445"
"2021","000200000006626353","АСНОМ 72","СТОПАНСКА БАНКА АД СКОПЈЕ","4207726","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за мегународен транспорт и шпедиција АДРИЈА КОМЕРЦ ДООЕЛ штип","032/387-437","MK4029991106513"
"2022","000210049012820159","ВЕЛЈКО ВЛАХОВИЌ 1","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","4901282","Хотели и слични објекти за сместување","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за угостителство и трговија  ХОТЕЛ ИЗГРЕВ ДООЕЛ штип","032/394-918","MK4029994108061"
"2023","000530050100589125","ПИРИНСКА 34","ОХРИДСКА БАНКА А.Д. - ОХРИД","6052525","Дејности на приватна заштита","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Агенција за обезбедување на имоти и лица ФБИ-Х ДООЕЛ  штип","070/210-589","MK4029005131629"
"2024","000530050101793186","НИКОЛА ВАПЦАРОВ 14/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","7034237","Производство на друг мебел","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство трговија и услуги АНДРЕЈ МЕБЕЛ ДООЕЛ штип","078591974","MK4029015516260"
"2025","000530050101804244","ЖЕЛЕЗНИЧКА 104","ОХРИДСКА БАНКА А.Д. - ОХРИД","7042027","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство, транспорт, трговија и услуги ФУЛЛХАУЗ ДООЕЛ увоз-извоз штип","","MK4029015516499"
"2026","000300080000027580","ЖЕЛЕЗНИчКА 95/-","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5256992","Товарен патен транспорт","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за транспорт и трговија ДМ-ПРЕЦИЗ ДОО штип","032/391-655","MK4029998115950"
"2027","000530050100431209","ВАНЧО ПРКЕ бб","ОХРИДСКА БАНКА А.Д. - ОХРИД","5789656","Собирање  обработка и снабдување со вода","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за производство трговија и услуги  БОБО КОМЕРЦ ДОО штип","032/397-405","MK4029003126261"
"2028","000530050101521295","ГЕНЕРАЛ МИХАИЛО АПОСТОЛСК 18/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","6805671","Друг вид на сместување","ОБРАЗОВНА УСТАНОВА","ШТИП","Приватна установа СТУДЕНТСКИ ДОМ ХИЛЈАДНИКОВ штип","075880284","MK4029012511852"
"2029","000530050101003412","БОРИС КРАЈГЕР 10/-13","ОХРИДСКА БАНКА А.Д. - ОХРИД","6417728","Трговија на мало со овошје и зеленчук во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за трговија и услуги ЕЏЕ ДООЕЛ штип","078374303","MK4029008503624"
"2030","000210064359800192","ЖЕЛЕЗНИчКА 12","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6435980","Трговија на мало во неспецијализирани продавници  претежно со храна  пијалаци и тутун","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,трговија и услуги МАНГАЛА ДООЕЛ штип","","MK4029008503950"
"2031","000200000007754851","КИРИЛ И МЕТОДИ 44","СТОПАНСКА БАНКА АД СКОПЈЕ","4249305","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за трговија и услуги ТРГОЦЕНТАР ДООЕЛ штип","032391422","MK4029991109717"
"2032","000530050101672518","ХРИСТИЈАН КАРПОШ 9","ОХРИДСКА БАНКА А.Д. - ОХРИД","6936482","Производство на леб; слатки (колачи торти) во свежа состојба и бисквити (кекси)","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство и услуги ДЕЈАНО КЕЈКС ДООЕЛ увоз-извоз штип","078368332","MK4029014514387"
"2033","000530050100197827","ВИТА ПОП-ЈОРДАНОВА 40","ОХРИДСКА БАНКА А.Д. - ОХРИД","5297087","Трговија на мало со делови и прибор за моторни возила","ЈАВНО ТРГОВСКО ДРУШТВО","ШТИП","Друштво за производство,трговија и услуги МР КОМПАНИ ЈТД Ристо Иванов и др.увоз-извоз штип","032/586-569","MK4029999116704"
"2034","000200000027508416","5-ТА ПАРТИСКА КОНФЕРЕНЦИЈ ББ","СТОПАНСКА БАНКА АД СКОПЈЕ","5225329","Емитување на радиопрограма","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Трговско радиодифузно друштво Радио КАНАЛ 77 ДООЕЛ штип","032/397-707","MK4029998113370"
"2035","000200000099112943","ВАСИЛ ДОГАНДЖИСКИ 47","СТОПАНСКА БАНКА АД СКОПЈЕ СТОПАНСКА БАНКА-ГЛАВНА ФИЛИЈАЛА","5615119","Трговија на големо со млечни производи  јајца и масла и масти за јадење","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","ДРУШТВО ЗА ПРОИЗВОДСТВО, ТРГОВИЈА И УСЛУГИ ВИТАБЕЛА Д.О.О.Е.Л. ШТИП","032/380-562","MK4029002122378"
"2036","000530050100199767","МИТКО СОКОЛОВ 8","ОХРИДСКА БАНКА А.Д. - ОХРИД","4050398","Ветеринарни дејности","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво со ограничена одговорност ВЕТЕРИНАРНА СТАНИЦА ДООЕЛ штип","032/391-350","MK4029973112077"
"2037","000300080000002651","ВАНчО ПРќЕ 63/-6","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5240239","Друго печатење","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,трговија и услуги 2-РИ АВГУСТ ДООЕЛ штип","032380044","MK4029998115640"
"2038","000530050100264175","БРЕГАЛНИЧКА 61","ОХРИДСКА БАНКА А.Д. - ОХРИД","5108080","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за мегународен транспорт и шпедиција КВЕНБЕРГЕР ЛОГИСТИК МАКЕДОНИЈА ДООЕЛ штип","032/223-600","MK4030996149286"
"2039","000210056729290148","ГОЦЕ ДЕЛчЕВ 103","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","5672929","Трговија на мало со делови и прибор за моторни возила","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за трговија производство и услуги  АВТО - ЦЕНТАР КОМ  ДООЕЛ увоз-извоз штип","032384820","MK4029002123625"
"2040","000530000101362460","ГОЦЕ ДЕЛчЕВ 34/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","6664482","Посредување во трговијата со текстил  облека  крзно  обувки и предмети од кожа","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство и трговија АГАВА ДООЕЛ штип","032391711","MK4029010508978"
"2041","000530050100274845","ЖЕЛЕЗНИчКА 12","ОХРИДСКА БАНКА А.Д. - ОХРИД","5703859","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за мегународен транспорт и шпедиција НИКО-ТРАНС ДООЕЛ штип","075 432 399","MK4029002124117"
"2042","000530050100738214","БРАЌА ДАНЕВИ 8/6-","ОХРИДСКА БАНКА А.Д. - ОХРИД","6229360","Друга трговија на мало во неспецијализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,трговија на големо и мало,услуги,угостителство,транспорт и шпедиција ВИВАГО-КОМЕРЦ ДООЕЛ извоз-увоз штип","071240372","MK4029007135931"
"2043","000240170001800098","КЕЈ МАРшАЛ ТИТО 56/-","УНИВЕРЗАЛНА ИНВЕСТИЦИОНА БАНКА АД СКОПЈЕ","6417531","Производство на леб; слатки (колачи торти) во свежа состојба и бисквити (кекси)","ЗАШТИТНО ДРУШТВО","ШТИП","Трговско друштво за вработување на инвалидни лица-заштитно друштво за производство,трговија и услуги МАКО-2008 ДООЕЛ увоз-извоз штип","078/396-600","MK4029008503578"
"2044","000300080000019529","КОЛЕ НЕДЕЛКОВ 1","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4623185","Трговија на мало во неспецијализирани продавници  претежно со храна  пијалаци и тутун","ЦЕЛОСНА ОДГОВОРНОСТ","ШТИП","Друштво за производство и трговија ВАЊО увоз-извоз ДООЕЛ штип","092/380-918","MK4029993102531"
"2045","000530050101522459","РАТКО ЈОВАНОВИЌ 13/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","6806872","Товарен патен транспорт","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за транспорт ФАМА ТРАНС ДОО штип","070210739","MK4029012511887"
"2046","000200001807392747","ЖЕЛЕЗНИЧКА 28","СТОПАНСКА БАНКА АД СКОПЈЕ СТОПАНСКА БАНКА-ГЛАВНА ФИЛИЈАЛА","4777921","Трговија на големо со делови и прибор за моторни возила","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за трговија и експорт-импорт ИВАЛ ТРЕЈД ДОО штип","032/385-004","MK4029994103680"
"2047","000300080000114395","СОЛИДАРНОСТ 76/-","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","6425313","Трговија на мало со мебел  опрема за осветлување и други предмети за домаќинствата  во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,трговија и услуги БУБА-Б4 ДООЕЛ штип","078/306-699","MK4029008503772"
"2048","000530050101625861","ЕГЕЈСКА 18","ОХРИДСКА БАНКА А.Д. - ОХРИД","6903207","Поставување на подни и ѕидни облоги","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,трговија и услуги ДВА БРАТА-ТОМЕВСКИ ДООЕЛ увоз-извоз штип","078-819-292","MK4029013513778"
"2049","000200000017360373","ИНДУСТРИСКА ЗОНА МАКЕДОНК 52","СТОПАНСКА БАНКА АД СКОПЈЕ","4750241","Производство на друг мебел","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство и трговија ЕЛАН ТРЕЈД ДООЕЛ штип","032/397-901","MK4029993102183"
"2050","000200000024294806","6а","СТОПАНСКА БАНКА АД СКОПЈЕ","5115728","Производство на кујнски мебел","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,трговија и услуги РАДО ДИЗАЈН ДООЕЛ штип","032381453","MK4029996108794"
"2051","000530050101064037","БАЛКАНСКА 37-Д","ОХРИДСКА БАНКА А.Д. - ОХРИД","6446892","Останати стручни  научни и технички дејности  неспомнати на друго место","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за земјоделско производство,трговија,угостителство, сообраќај и услуги АКВАДРИЛ УНО увоз-извоз ДООЕЛ штип","070/257-398","MK4029009504241"
"2052","000300080000054352","КОЧО РАЦИН 19","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5881226","Друга трговија на мало во неспецијализирани продавници","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за производство, трговија и услуги УНИМАК ДОО увоз-извоз штип","032/386-036","MK4029004128357"
"2053","000290100005248231","ВИНИЧКА 3","ТТК БАНКА АД СКОПЈЕ","5940621","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за транспорт и трговија  ЕКС шПЕД ДООЕЛ штип","032/394-289","MK4029005129470"
"2054","000200000009755088","ГОЦЕ ДЕЛчЕВ 52/-","СТОПАНСКА БАНКА АД СКОПЈЕ","4333314","Трговија на мало во неспецијализирани продавници  претежно со храна  пијалаци и тутун","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за трговија КИТ-ГО ДООЕЛ штип","032/397-937","MK4029992100497"
"2055","000300080000026707","ТОШО АРСОВ 32","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4191307","Ресторани и останати објекти за подготовка и послужување на храна","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за угостителство и трговија ОАЗА УГОСТИТЕЛСТВО И ТРГОВИЈА ДООЕЛ штип","032/390-899","MK4029990101500"
"2056","000200000023349832","ВАНЧО ПРКЕ 119","СТОПАНСКА БАНКА АД СКОПЈЕ","5079896","Изградба на станбени и нестанбени згради","АКЦИОНЕРСКО ДРУШТВО","ШТИП","ГрадеЖно трговско друштво БЕТОН-шТИП акционерско друштво штип","032-390-466","MK4029995101745"
"2057","000530050101566594","БРАЌА ДАНЕВИ 10/-1","ОХРИДСКА БАНКА А.Д. - ОХРИД","6845150","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Транспортно друштво ТАМИ ТРАНС ДООЕЛ штип","032/608-163","MK4029013512585"
"2058","000200000091071158","РИБНИК бб","СТОПАНСКА БАНКА АД СКОПЈЕ СТОПАНСКА БАНКА-ГЛАВНА ФИЛИЈАЛА","5552958","Друга трговија на мало во неспецијализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за промет ЦЕЗАР КОМЕРЦ ДООЕЛ штип","070242487","MK4029001121475"
"2059","000270070646670123","ВАНчО ПРЌЕ 123/6","ХАЛК БАНКА АД СКОПЈЕ","7064667","Подготовка и послужување на пијалаци","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за угостителство, трговија и услуги ПЕОНИ 2015 ДООЕЛ штип","","MK4029015516928"
"2060","000300080000179482","ЖЕЛЕЗНИЧКА 104/","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","6844855","Трговија на големо со дрва  градежен материјал и санитарна опрема","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за производство,трговија и услуги ЕУРО ВИН ПВЦ ДОО увоз-извоз штип","078392172","MK4029013512577"
"2061","000300080000010993","ЖЕЛЕЗНИЧКА ББ/-","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4840224","Производство на друга горна облека","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за производство и промет  ЗОГОРИ увоз-извоз ДОО штип","380-650","MK4029992106258"
"2062","000530000101574114","НАСЕЛБА БЕЗ УЛИЧЕН СИСТЕМ","ОХРИДСКА БАНКА А.Д. - ОХРИД","6853331","Одгледување на жита (освен ориз)  мешункасти растенија и маслодајно семе","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","РАДАНЈЕ","Друштво за земјоделско производство,трговија и услуги АГРО-ФАРМ ГРУП ДОО с.Радање Карбинци","070210062","MK4056013500339"
"2063","000300080000040093","СОЛИДАРНОСТ 32","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5779685","Друга трговија на мало во неспецијализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,трговија и услуги МАКПРОМЕТ-М ДООЕЛ увоз-извоз штип","","MK4029003126040"
"2064","000530050101760497","БРЕГАЛНИЧКА 15","ОХРИДСКА БАНКА А.Д. - ОХРИД","7005547","Трговија на мало со метална стока  бои и стакло во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,трговија и услуги ДАНИ-ВИКИ КОЛОР ДООЕЛ штип","","MK4029015515646"
"2065","000200000019018006","ЦВЕТАН ДИМОВ 3","СТОПАНСКА БАНКА АД СКОПЈЕ","4847008","Трговија на мало со мебел  опрема за осветлување и други предмети за домаќинствата  во специјализирани продавници","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за трговија  ИНТЕРПРОГРЕС ДОО штип","032 394 663","MK4029994105011"
"2066","000530050101786202","КУЗМАН ЈОСИФОВСКИ 23","ОХРИДСКА БАНКА А.Д. - ОХРИД","7028415","Трговија на мало со козметички и тоалетни препарати во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,трговија и услуги БЕТИ-КОМПАНИ 2015 ДООЕЛ увоз-извоз шТИП","078257296","MK4029015516146"
"2067","000210060327610102","С.ДОЛНИ ПОДЛОГ бб","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6032761","Одгледување на зеленчук  дињи и лубеници  коренест и трупкаст зеленчук","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ДОЛНИ ПОДЛОГ","Друштво за производство,трговија и услуги ЗЕЛЕНА КУќА ДОО с.Горни Подлог-Кочани","033-291-430","MK4013005121344"
"2068","000200000007393623","ГЕН. МИХАЈЛО АПОСТОЛСКИ 9","СТОПАНСКА БАНКА АД СКОПЈЕ","4238125","Архитектонски дејности","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за проектирање,инЖинеринг,производство,трговија и услуги РАЗВОЕН-ИНЖИНЕРИНГ ДОО увоз-извоз штип","092/397-711","MK4029991103867"
"2069","000300080000063664","ЛЕСКИ ББ","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5171814","Производство на друга горна облека","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство и трговија ДА ДООЕЛ увоз-извоз штип","032/390-191","MK4029995111511"
"2070","000300000002874146","БУЛ.ИЛИНДЕН 103Л.2 И 3","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","6391257","Неспецијализирана трговија на големо","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","Трговско друштво БИОМЕДИКА ДИЈАГНОСТИКА ДООЕЛ Скопје","02/3166-144","MK4029008502920"
"2071","000530050100298416","БОРО МИЛЕВСКИ 8","ОХРИДСКА БАНКА А.Д. - ОХРИД","5376564","Трговија на мало со медицински препарати и ортопедски помагала во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,услуги и трговија на големо и мало  РАЈ ДООЕЛ извоз-увоз штип","078/457-291","MK4029000118071"
"2072","000530000401543898","ЉУПЧО ЈОРДАНОВ 28/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","6825842","Трговија на мало со стоки на тезги и пазари","","ТРИ ЧЕШМИ","ЖИ-ВА Т.П. ВАНГЕЛ КОСТА МИТЕВ","","MK5029012502210"
"2073","000200001289730034","БРАќА МИЛАДИНОВИ 22/-","СТОПАНСКА БАНКА АД СКОПЈЕ","6085822","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за транспорт,трговија и услуги ПАВИ-ТРАНС увоз-извоз ДООЕЛ штип","","MK4029006132580"
"2074","000530050100237985","ЖЕЛЕЗНИЧКА ББ","ОХРИДСКА БАНКА А.Д. - ОХРИД","4191218","Преработка на млеко и производство на сирења","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за производство и преработка на млеко МЛЕКАРА ДОО увоз-извоз штип","032380283","MK4029990111874"
"2075","000210057918390159","ПАРТИЗАНСКА 48/7","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","5791839","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за транспорт и трговија МИГ 2003 ДООЕЛ штип","078/211-609","MK4029003126326"
"2076","000530050101619071","МИТКО НЕДЕВ - ВЃ'НИќ 10/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","6770061","Производство на електрична енергија","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за производство,трговија и услуги ЕСИ СОЛАР ДООЕЛ увоз-извоз штип","072/246-068","MK4029012511275"
"2077","000300080000008083","СОЛИДАРНОСТ 76","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5604583","Трговија на мало со леб  печива  колачи и слатки во специјализирани продавници","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за производство,трговија и услуги БУБА-Б3 увоз-извоз ДОО штип","078/307-744","MK4029002122254"
"2078","000210046162430151","ХРИСТИЈАН КАРПОШ 39/а","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","4616243","Останати специјализирани градежни работи  неспомнати на друго место","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за производство,услуги и трговија ТЕХНОИНВЕСТ  ДОО штип","032/391-401","MK4029993106669"
"2079","000210060399950180","НОБЕЛОВА 3","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6039995","Такси служба","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Трговско друштво за производство,трговија,превоз и услуги ГАТАКС ДООЕЛ увоз-извоз штип","078/295-107","MK4029005131858"
"2080","000240170001788943","КИРИЛ И МЕТОДИ 54 А","УНИВЕРЗАЛНА ИНВЕСТИЦИОНА БАНКА АД СКОПЈЕ","6409997","Правни работи","","ШТИП","ГОРАН КОШЕВАЛИСКИ АДВОКАТ","070/368-551","MK5029008501021"
"2081","000530000101802064","НАСЕЛЕНО МЕСТО БЕЗ УЛИЧЕН 64","ОХРИДСКА БАНКА А.Д. - ОХРИД","7040490","Трговија на мало со цвеќе  садници  семе  Ѓ","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ДОЛНИ БАЛВАН","Трговско друштво земјоделска аптека АГРО ЛЕОНА ДООЕЛ с.Долни Балван Карбинци","078 642 404","MK4056015500522"
"2082","000200000017204494","БРАЌА ДАНЕВИ 4 А","СТОПАНСКА БАНКА АД СКОПЈЕ","4740459","Трговија на мало со храна  пијалаци и тутунски производи на тезги и пазари","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ШТИП","Друштво за трговија и услуги ГОКО - 93 ДООЕЛ штип","032390567,07831","MK4029993104089"
"2083","000530050100857136","БУЛЕВАР ЈНА 13/-22","ОХРИДСКА БАНКА А.Д. - ОХРИД","6328865","Товарен патен транспорт","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за транспорт и услуги ВИКТОР ТРАНС ДОО штип","032/223-620","MK4029008501435"
"2084","000200000090062455","ПАРТИЗАНСКА 49/6","СТОПАНСКА БАНКА АД СКОПЈЕ СТОПАНСКА БАНКА-ГЛАВНА ФИЛИЈАЛА","5541620","Товарен патен транспорт","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ШТИП","Друштво за транспорт,трговија,услуги и производство ТИМ ХОЛДИНГ ДОО експорт-импорт штип","032/390498","MK4029001121335"
